Url,Module,FE_Service,FE_Action
/bpmapi/bpmEngine/form,bpmEngine,BusinessProcessService.ts,getDataForm
/bpmapi/bpmForm/activate,bpmForm,BusinessProcessService.ts,updateHandleTask
/bpmapi/bpmForm/draft,bpmForm,BusinessProcessService.ts,updateHandleTaskDraft
/bpmapi/bpmForm/get,bpmForm,BusinessProcessService.ts,detailUserTask
/bpmapi/bpmForm/get/timer,bpmForm,BusinessProcessService.ts,getTimer
/bpmapi/bpmForm/init,bpmForm,BusinessProcessService.ts,updateHandleTaskInit
/bpmapi/bpmForm/list/global,bpmForm,BusinessProcessService.ts,listBpmFormGlobal
/bpmapi/bpmForm/list/mapping,bpmForm,BusinessProcessService.ts,listBpmFormMapping
/bpmapi/bpmForm/update/timer,bpmForm,BusinessProcessService.ts,updateTimer
/bpmapi/bpmForm/update/type,bpmForm,BusinessProcessService.ts,updateType
/bpmapi/bpmFormData/getByNodeId,bpmFormData,BusinessProcessService.ts,getBpmFormDataByNodeId
/bpmapi/bpmFormData/list,bpmFormData,BusinessProcessService.ts,listBpmFormData
/bpmapi/bpmFormPopup/delete,bpmFormPopup,FormCategoryService.ts,delete
/bpmapi/bpmFormPopup/get,bpmFormPopup,FormCategoryService.ts,detail
/bpmapi/bpmFormPopup/list,bpmFormPopup,FormCategoryService.ts,list
/bpmapi/bpmFormPopup/update,bpmFormPopup,FormCategoryService.ts,update
/bpmapi/bpmObject/getByProcessId,bpmObject,BusinessProcessService.ts,detailBpmObject
/bpmapi/bpmObject/update,bpmObject,BusinessProcessService.ts,updateBpmObject
/bpmapi/bpmParticipantProcesslog/list,bpmParticipantProcesslog,ProcessedObjectService.ts,bpmParticipantProcesslog
/bpmapi/bpmSegmentFilter/mapping/delete,bpmSegmentFilter,SegmentFilterService.ts,deleteMapping
/bpmapi/bpmSegmentFilter/mapping/list,bpmSegmentFilter,SegmentFilterService.ts,listMapping
/bpmapi/bpmSegmentFilter/mapping/update,bpmSegmentFilter,SegmentFilterService.ts,updateMapping
/bpmapi/bpmSegmentFilter/update,bpmSegmentFilter,SegmentFilterService.ts,update
/bpmapi/bpmTrigger/activate,bpmTrigger,BusinessProcessService.ts,activeBpmTrigger
/bpmapi/bpmTrigger/list,bpmTrigger,BusinessProcessService.ts,listBpmTrigger
/bpmapi/businessProcess/clone,businessProcess,BusinessProcessService.ts,clone
/bpmapi/businessProcess/configNode/update,businessProcess,BusinessProcessService.ts,addNode
/bpmapi/businessProcess/delete,businessProcess,BusinessProcessService.ts,delete
/bpmapi/businessProcess/detail,businessProcess,BusinessProcessService.ts,detail
/bpmapi/businessProcess/exportExcel,businessProcess,BusinessProcessService.ts,exportDataProcess
/bpmapi/businessProcess/exportExcel/status,businessProcess,BusinessProcessService.ts,getUrlExportDataProcess
/bpmapi/businessProcess/get,businessProcess,unknown,get
/bpmapi/businessProcess/importExcel,businessProcess,BusinessProcessService.ts,importDataProcess
/bpmapi/businessProcess/list,businessProcess,BusinessProcessService.ts,list
/bpmapi/businessProcess/node/delete,businessProcess,BusinessProcessService.ts,deleteNode
/bpmapi/businessProcess/update,businessProcess,BusinessProcessService.ts,update
/bpmapi/businessProcess/update/config,businessProcess,BusinessProcessService.ts,saveDiagram
/bpmapi/businessProcess/update/sla,businessProcess,BusinessProcessService.ts,updateSLA
/bpmapi/businessProcess/updateConfig,businessProcess,BusinessProcessService.ts,updateLinkNode
/bpmapi/businessRuleItem/detail,businessRuleItem,BusinessRuleItemService.ts,detail
/bpmapi/businessRuleTask/checkType,businessRuleTask,BusinessProcessService.ts,checkType
/bpmapi/businessRuleTask/clone,businessRuleTask,BusinessProcessService.ts,cloneBusinessRuleTask
/bpmapi/businessRuleTask/get,businessRuleTask,BusinessProcessService.ts,detailBusinessRuleTask
/bpmapi/businessRuleTask/update,businessRuleTask,BusinessProcessService.ts,updateBusinessRuleTask
/bpmapi/callActivity/clone,callActivity,BusinessProcessService.ts,cloneCallActivityTask
/bpmapi/callActivity/get,callActivity,BusinessProcessService.ts,detailCallActivityTask
/bpmapi/callActivity/update,callActivity,BusinessProcessService.ts,updateCallActivityTask
/bpmapi/common/get,common,ArtifactService.ts,detail
/bpmapi/compensationEndEvent/clone,compensationEndEvent,BusinessProcessService.ts,cloneCompensationEndEvent
/bpmapi/compensationEndEvent/get,compensationEndEvent,BusinessProcessService.ts,detailCompensationEndEvent
/bpmapi/compensationEndEvent/update,compensationEndEvent,BusinessProcessService.ts,updateCompensationEndEvent
/bpmapi/compensationIntermediateThrowEvent/clone,compensationIntermediateThrowEvent,BusinessProcessService.ts,cloneCompensationIntermediateThrowEvent
/bpmapi/compensationIntermediateThrowEvent/get,compensationIntermediateThrowEvent,BusinessProcessService.ts,detailCompensationIntermediateThrowEvent
/bpmapi/compensationIntermediateThrowEvent/update,compensationIntermediateThrowEvent,BusinessProcessService.ts,updateCompensationIntermediateThrowEvent
/bpmapi/complexGateway/clone,complexGateway,BusinessProcessService.ts,cloneComplexGateway
/bpmapi/complexGateway/get,complexGateway,BusinessProcessService.ts,detailComplexGateway
/bpmapi/complexGateway/update,complexGateway,BusinessProcessService.ts,updateComplexGateway
/bpmapi/conditionalCatchEventTask/get,conditionalCatchEventTask,BusinessProcessService.ts,detailConditionalCatchEventTask
/bpmapi/conditionalCatchEventTask/update,conditionalCatchEventTask,BusinessProcessService.ts,updateConditionalCatchEventTask
/bpmapi/conditionalStartEventTask/get,conditionalStartEventTask,BusinessProcessService.ts,detailConditionalStartEvent
/bpmapi/conditionalStartEventTask/update,conditionalStartEventTask,BusinessProcessService.ts,updateConditionalStartEvent
/bpmapi/decisionTable/get,decisionTable,BusinessProcessService.ts,detailBusinessRuleTaskAdvance
/bpmapi/decisionTable/update/pickMode,decisionTable,BusinessProcessService.ts,updatePickMode
/bpmapi/decisionTableInput/detail,decisionTableInput,DecisionTableInputService.ts,detail
/bpmapi/decisionTableInput/list,decisionTableInput,DecisionTableInputService.ts,list
/bpmapi/decisionTableOutput/detail,decisionTableOutput,DecisionTableOutputService.ts,detail
/bpmapi/decisionTableOutput/list,decisionTableOutput,DecisionTableOutputService.ts,list
/bpmapi/document/delete,document,DocumentService.ts,delete
/bpmapi/document/delete/byUrl,document,DocumentService.ts,deleteByUrl
/bpmapi/document/detail,document,DocumentService.ts,detail
/bpmapi/document/list,document,DocumentService.ts,lst
/bpmapi/document/update,document,DocumentService.ts,update
/bpmapi/eform/delete,eform,ContractEformService.ts,delete
/bpmapi/eform/get,eform,ContractEformService.ts,detail
/bpmapi/eform/list,eform,ContractEformService.ts,list
/bpmapi/eform/update,eform,ContractEformService.ts,update
/bpmapi/endTask/clone,endTask,BusinessProcessService.ts,cloneEndTaskEvent
/bpmapi/endTask/get,endTask,BusinessProcessService.ts,detailEndTaskEvent
/bpmapi/endTask/update,endTask,BusinessProcessService.ts,updateEndTaskEvent
/bpmapi/errorEndEvent/clone,errorEndEvent,BusinessProcessService.ts,cloneErrorEndEvent
/bpmapi/errorEndEvent/get,errorEndEvent,BusinessProcessService.ts,detailErrorEndEvent
/bpmapi/errorEndEvent/update,errorEndEvent,BusinessProcessService.ts,updateErrorEndEvent
/bpmapi/errorStartEvent/clone,errorStartEvent,BusinessProcessService.ts,cloneErrorStartEvent
/bpmapi/errorStartEvent/get,errorStartEvent,BusinessProcessService.ts,detailErrorStartEvent
/bpmapi/errorStartEvent/update,errorStartEvent,BusinessProcessService.ts,updateErrorStartEvent
/bpmapi/escalationStartEventTask/clone,escalationStartEventTask,BusinessProcessService.ts,cloneEscalationStartEvent
/bpmapi/escalationStartEventTask/get,escalationStartEventTask,BusinessProcessService.ts,detailEscalationStartEvent
/bpmapi/escalationStartEventTask/update,escalationStartEventTask,BusinessProcessService.ts,updateEscalationStartEvent
/bpmapi/escalationThrowTask/clone,escalationThrowTask,BusinessProcessService.ts,cloneEscalationIntermediateThrowEvent
/bpmapi/escalationThrowTask/get,escalationThrowTask,BusinessProcessService.ts,detailEscalationIntermediateThrowEvent
/bpmapi/escalationThrowTask/update,escalationThrowTask,BusinessProcessService.ts,updateEscalationIntermediateThrowEvent
/bpmapi/exclusiveGateway/clone,exclusiveGateway,BusinessProcessService.ts,cloneExclusiveGateway
/bpmapi/exclusiveGateway/get,exclusiveGateway,BusinessProcessService.ts,detailExclusiveGateway
/bpmapi/exclusiveGateway/update,exclusiveGateway,BusinessProcessService.ts,updateExclusiveGateway
/bpmapi/findByCriteria,findByCriteria,BusinessProcessService.ts,getErrorLogData
/bpmapi/formMapping/clone,formMapping,BusinessProcessService.ts,cloneFormMapping
/bpmapi/inclusiveGateway/clone,inclusiveGateway,BusinessProcessService.ts,cloneInclusiveGateway
/bpmapi/inclusiveGateway/get,inclusiveGateway,BusinessProcessService.ts,detailInclusiveGateway
/bpmapi/inclusiveGateway/update,inclusiveGateway,BusinessProcessService.ts,updateInclusiveGateway
/bpmapi/linkCatchEvent/get,linkCatchEvent,BusinessProcessService.ts,detailLinkCatchEventTask
/bpmapi/linkEvent/update,linkEvent,BusinessProcessService.ts,updateLinkCatchEventTask
/bpmapi/manualTask/clone,manualTask,BusinessProcessService.ts,cloneManualTask
/bpmapi/manualTask/get,manualTask,BusinessProcessService.ts,detailManualTask
/bpmapi/manualTask/update,manualTask,BusinessProcessService.ts,updateManualTask
/bpmapi/messageEndEvent/clone,messageEndEvent,BusinessProcessService.ts,cloneEndMessageEvent
/bpmapi/messageEndEvent/get,messageEndEvent,BusinessProcessService.ts,detailEndMessageEvent
/bpmapi/messageEndEvent/update,messageEndEvent,BusinessProcessService.ts,updateEndMessageEvent
/bpmapi/messageIntermediateCatchEvent/clone,messageIntermediateCatchEvent,BusinessProcessService.ts,cloneMessageIntermediateCatchEvent
/bpmapi/messageIntermediateCatchEvent/get,messageIntermediateCatchEvent,BusinessProcessService.ts,detailMessageIntermediateCatchEvent
/bpmapi/messageIntermediateCatchEvent/update,messageIntermediateCatchEvent,BusinessProcessService.ts,updateMessageIntermediateCatchEvent
/bpmapi/messageIntermediateThrowEvent/clone,messageIntermediateThrowEvent,BusinessProcessService.ts,cloneMessageIntermediateThrowEvent
/bpmapi/messageIntermediateThrowEvent/get,messageIntermediateThrowEvent,BusinessProcessService.ts,detailMessageIntermediateThrowEvent
/bpmapi/messageIntermediateThrowEvent/update,messageIntermediateThrowEvent,BusinessProcessService.ts,updateMessageIntermediateThrowEvent
/bpmapi/messageStartEvent/clone,messageStartEvent,BusinessProcessService.ts,cloneStartMessageEvent
/bpmapi/messageStartEvent/get,messageStartEvent,BusinessProcessService.ts,detailStartMessageEvent
/bpmapi/messageStartEvent/update,messageStartEvent,BusinessProcessService.ts,updateStartMessageEvent
/bpmapi/objectAttribute/checkDuplicated,objectAttribute,ObjectAttributeService.ts,checkDuplicated
/bpmapi/objectAttribute/delete,objectAttribute,ObjectAttributeService.ts,delete
/bpmapi/objectAttribute/get,objectAttribute,ObjectAttributeService.ts,detail
/bpmapi/objectAttribute/list,objectAttribute,ObjectAttributeService.ts,list
/bpmapi/objectAttribute/listAll,objectAttribute,ObjectAttributeService.ts,listAll
/bpmapi/objectAttribute/update,objectAttribute,ObjectAttributeService.ts,update
/bpmapi/objectAttribute/update/position,objectAttribute,ObjectAttributeService.ts,updatePosition
/bpmapi/objectGroup/delete,objectGroup,ObjectGroupService.ts,delete
/bpmapi/objectGroup/get,objectGroup,ObjectGroupService.ts,detail
/bpmapi/objectGroup/list,objectGroup,ObjectGroupService.ts,list
/bpmapi/objectGroup/update,objectGroup,ObjectGroupService.ts,update
/bpmapi/objectGroup/update/config,objectGroup,ObjectGroupService.ts,updateConfig
/bpmapi/ola/checkType,ola,BusinessProcessService.ts,checkTypeOLA
/bpmapi/ola/export,ola,WorkOrderService.ts,exportOLA
/bpmapi/parallelGateway/clone,parallelGateway,BusinessProcessService.ts,cloneParallelGateway
/bpmapi/parallelGateway/get,parallelGateway,BusinessProcessService.ts,detailParallelGateway
/bpmapi/parallelGateway/update,parallelGateway,BusinessProcessService.ts,updateParallelGateway
/bpmapi/processInstance/update,processInstance,ProcessedObjectService.ts,updateProcessInstance
/bpmapi/processedObject/clone,processedObject,ProcessedObjectService.ts,cloneQuote
/bpmapi/processedObject/delete,processedObject,ProcessedObjectService.ts,delete
/bpmapi/processedObject/list,processedObject,ProcessedObjectService.ts,lst
/bpmapi/processedObject/update,processedObject,ProcessedObjectService.ts,update
/bpmapi/processedObject/update/processId,processedObject,ProcessedObjectService.ts,updateProcess
/bpmapi/processedObject/update/status,processedObject,ProcessedObjectService.ts,updateStatus
/bpmapi/processedObjectLog/list,processedObjectLog,BusinessProcessService.ts,getProcessedObjectLog
/bpmapi/processedObjectLog/list/page,processedObjectLog,BusinessProcessService.ts,processedObjectLogPage
/bpmapi/processedObjectLog/onhold,processedObjectLog,BusinessProcessService.ts,onholdProcessedObjectLog
/bpmapi/processedObjectLog/receive,processedObjectLog,BusinessProcessService.ts,receiveProcessedObjectLog
/bpmapi/purchaseRequest/approve,purchaseRequest,BusinessProcessService.ts,purchaseRequestApprove
/bpmapi/purchaseRequest/draft,purchaseRequest,BusinessProcessService.ts,purchaseRequestDraft
/bpmapi/receiveTask/clone,receiveTask,BusinessProcessService.ts,cloneReceiveTask
/bpmapi/receiveTask/get,receiveTask,BusinessProcessService.ts,detailReceiveTask
/bpmapi/receiveTask/update,receiveTask,BusinessProcessService.ts,updateReceiveTask
/bpmapi/rest/call,rest,RestService.ts,callApi
/bpmapi/scriptTask/clone,scriptTask,BusinessProcessService.ts,cloneScriptTask
/bpmapi/scriptTask/get,scriptTask,BusinessProcessService.ts,detailScriptTask
/bpmapi/scriptTask/update,scriptTask,BusinessProcessService.ts,updateScriptTask
/bpmapi/sendTask/clone,sendTask,BusinessProcessService.ts,cloneSendTask
/bpmapi/sendTask/get,sendTask,BusinessProcessService.ts,detailSendTask
/bpmapi/sendTask/update,sendTask,BusinessProcessService.ts,updateSendTask
/bpmapi/serviceLevel/list,serviceLevel,BusinessProcessService.ts,listServiceLevel
/bpmapi/serviceLevel/update,serviceLevel,BusinessProcessService.ts,updateServiceLevel
/bpmapi/serviceLevelHistory/getHistory,serviceLevelHistory,BusinessProcessService.ts,listHistoryOLA
/bpmapi/serviceLevelHistory/insert,serviceLevelHistory,BusinessProcessService.ts,updateHistoryOLA
/bpmapi/serviceTask/clone,serviceTask,BusinessProcessService.ts,cloneServiceTask
/bpmapi/serviceTask/get,serviceTask,BusinessProcessService.ts,detailServiceTask
/bpmapi/serviceTask/update,serviceTask,BusinessProcessService.ts,updateServiceTask
/bpmapi/signalCatchEvent/clone,signalCatchEvent,BusinessProcessService.ts,cloneSignalIntermediateCatchEvent
/bpmapi/signalCatchEvent/get,signalCatchEvent,BusinessProcessService.ts,detailSignalIntermediateCatchEvent
/bpmapi/signalCatchEvent/update,signalCatchEvent,BusinessProcessService.ts,updateSignalIntermediateCatchEvent
/bpmapi/signalEndEvent/clone,signalEndEvent,BusinessProcessService.ts,cloneSignalEndEvent
/bpmapi/signalEndEvent/get,signalEndEvent,BusinessProcessService.ts,detailSignalEndEvent
/bpmapi/signalEndEvent/update,signalEndEvent,BusinessProcessService.ts,updateSignalEndEvent
/bpmapi/signalStartEvent/clone,signalStartEvent,BusinessProcessService.ts,cloneSignalStartEvent
/bpmapi/signalStartEvent/get,signalStartEvent,BusinessProcessService.ts,detailSignalStartEvent
/bpmapi/signalStartEvent/update,signalStartEvent,BusinessProcessService.ts,updateSignalStartEvent
/bpmapi/signalThrowEvent/clone,signalThrowEvent,BusinessProcessService.ts,cloneSignalIntermediateThrowEvent
/bpmapi/signalThrowEvent/get,signalThrowEvent,BusinessProcessService.ts,detailSignalIntermediateThrowEvent
/bpmapi/signalThrowEvent/update,signalThrowEvent,BusinessProcessService.ts,updateSignalIntermediateThrowEvent
/bpmapi/sla/export,sla,WorkOrderService.ts,exportSLA
/bpmapi/startTask/clone,startTask,BusinessProcessService.ts,cloneStartTaskEvent
/bpmapi/startTask/get,startTask,BusinessProcessService.ts,detailStartTaskEvent
/bpmapi/startTask/update,startTask,BusinessProcessService.ts,updateStartTaskEvent
/bpmapi/stateMapping/delete,stateMapping,BusinessProcessService.ts,deleteState
/bpmapi/stateMapping/list,stateMapping,BusinessProcessService.ts,listState
/bpmapi/stateMapping/update,stateMapping,BusinessProcessService.ts,createState
/bpmapi/subprocess/clone,subprocess,BusinessProcessService.ts,cloneSubprocess
/bpmapi/subprocess/get,subprocess,BusinessProcessService.ts,detailSubprocess
/bpmapi/subprocess/update,subprocess,BusinessProcessService.ts,updateSubprocess
/bpmapi/terminateEndEvent/clone,terminateEndEvent,BusinessProcessService.ts,cloneTerminateEndEvent
/bpmapi/terminateEndEvent/get,terminateEndEvent,BusinessProcessService.ts,detailTerminateEndEvent
/bpmapi/terminateEndEvent/update,terminateEndEvent,BusinessProcessService.ts,updateTerminateEndEvent
/bpmapi/timerIntermediate/update,timerIntermediate,BusinessProcessService.ts,updateTimerIntermediateCatchEvent
/bpmapi/timerTask/clone,timerTask,BusinessProcessService.ts,cloneTimerStartEvent
/bpmapi/timerTask/get,timerTask,BusinessProcessService.ts,detailTimerStartEvent
/bpmapi/timerTask/update,timerTask,BusinessProcessService.ts,updateTimerStartEvent
/bpmapi/upload/excelFile,upload,GridService.ts,importFile
/bpmapi/upload/getRows,upload,GridService.ts,getRowsUpload
/bpmapi/userTask/clone,userTask,BusinessProcessService.ts,cloneUserTask
/bpmapi/variableDeclare/delete,variableDeclare,BusinessProcessService.ts,deleteVariableDeclare
/bpmapi/variableDeclare/get,variableDeclare,BusinessProcessService.ts,detailVariableDeclare
/bpmapi/variableDeclare/list,variableDeclare,BusinessProcessService.ts,listVariableDeclare
/bpmapi/variableDeclare/list/global,variableDeclare,BusinessProcessService.ts,listVariableDeclareGlobal
/bpmapi/variableDeclare/update,variableDeclare,BusinessProcessService.ts,updateVariableDeclare
/bpmapi/variableInstance/list,variableInstance,BusinessProcessService.ts,listVariableInstance
/bpmapi/workOrder/list/pause,workOrder,UserTaskService.ts,listPause
/bpmapi/workOrder/recall,workOrder,BusinessProcessService.ts,onWorkRecall
/bpmapi/workOrder/recall/checkResult,workOrder,BusinessProcessService.ts,onCheckWorkResult
/bpmapi/workOrder/recall/confirm,workOrder,BusinessProcessService.ts,confirmWorkRecall
/bpmapi/workOrder/update/continue,workOrder,BusinessProcessService.ts,onContinue
/bpmapi/workflow/delete,workflow,BusinessProcessService.ts,deleteStep
/bpmapi/workflow/list,workflow,BusinessProcessService.ts,listStep
/bpmapi/workflow/update,workflow,BusinessProcessService.ts,updateStep
/bpmapi/workflowStatus/delete,workflowStatus,BusinessProcessService.ts,deleteWorkflow
/bpmapi/workflowStatus/list,workflowStatus,BusinessProcessService.ts,listWorkflow
/briefFinancialReport/delete,delete,unknown,delete
/briefFinancialReport/get,get,unknown,get
/briefFinancialReport/list,list,unknown,lst
/briefFinancialReport/update,update,unknown,update
/building/delete,delete,BuildingService.ts,delete
/building/get,get,BuildingService.ts,detail
/building/list,list,BuildingService.ts,list
/building/update,update,BuildingService.ts,update
/buildingFloor/delete,delete,BuildingFloorService.ts,delete
/buildingFloor/get,get,BuildingFloorService.ts,detail
/buildingFloor/list,list,BuildingFloorService.ts,list
/buildingFloor/update,update,BuildingFloorService.ts,update
/cs/product-category/list,product-category,PurchaseRequestService.ts,purchaseCategory
/cs/product/get/jssdk,product,PurchaseRequestService.ts,getProductJssdk
/cs/product/list,product,PurchaseRequestService.ts,purchaseProduct
/cs/purchase-request/delete,purchase-request,PurchaseRequestService.ts,delete
/cs/purchase-request/get,purchase-request,PurchaseRequestService.ts,detail
/cs/purchase-request/getJson,purchase-request,PurchaseRequestService.ts,paymentBill
/cs/purchase-request/init-receive-task,purchase-request,PurchaseRequestService.ts,initReceiveTask
/cs/purchase-request/list,purchase-request,PurchaseRequestService.ts,list
/cs/purchase-request/list-statistic,purchase-request,PurchaseRequestService.ts,statisticList
/cs/purchase-request/send/jssdk,purchase-request,PurchaseRequestService.ts,collect
/cs/purchase-request/statistic/status,purchase-request,PurchaseRequestService.ts,statisticStatus
/cs/purchase-request/statistic/status/by-date,purchase-request,PurchaseRequestService.ts,statisticStatusByDate
/cs/purchase-request/update,purchase-request,PurchaseRequestService.ts,update
/cs/purchase-request/update/process,purchase-request,PurchaseRequestService.ts,purchaseRequestProcess
/cs/purchase-request/update/status,purchase-request,PurchaseRequestService.ts,updateStatus
/cs/purchase-request/updateCertificate,purchase-request,PurchaseRequestService.ts,updateCertificate
/cs/purchase-request/viewer,purchase-request,unknown,viewer
/cs/purchase-requestExchange/delete,purchase-requestExchange,unknown,purchaseRequestExchangeDelete
/cs/purchase-requestExchange/list,purchase-requestExchange,unknown,purchaseRequestExchangeList
/cs/purchase-requestExchange/update,purchase-requestExchange,unknown,purchaseRequestExchangeUpdate
/cs/renewal-offer/get-information-aggregate,renewal-offer,PurchaseRequestService.ts,contractInfo
/cs/report/purchase-request/list,report,PurchaseRequestService.ts,listReport
/cs/supportObject/reset,supportObject,PurchaseRequestService.ts,resetTransferVotes
/electricMeter/delete,delete,unknown,delete
/electricMeter/get,get,unknown,detail
/electricMeter/list,list,unknown,list
/electricMeter/update,update,unknown,update
/electricityRate/delete,delete,unknown,delete
/electricityRate/get,get,unknown,detail
/electricityRate/list,list,unknown,list
/electricityRate/update,update,unknown,update
/fullFinancialReport/delete,delete,unknown,delete
/fullFinancialReport/get,get,unknown,get
/fullFinancialReport/list,list,unknown,lst
/fullFinancialReport/update,update,unknown,update
/inventory/delete,delete,InventoryService.ts,delete
/inventory/import,import,InventoryService.ts,import
/inventory/list,list,InventoryService.ts,list
/inventory/update,update,InventoryService.ts,update
/loanInformation/delete,delete,unknown,delete
/loanInformation/get,get,unknown,get
/loanInformation/list,list,unknown,lst
/loanInformation/update,update,unknown,update
/managementFee/delete,delete,unknown,delete
/managementFee/get,get,unknown,detail
/managementFee/list,list,unknown,list
/managementFee/update,update,unknown,update
/managementFeeRate/delete,delete,unknown,delete
/managementFeeRate/get,get,unknown,detail
/managementFeeRate/list,list,unknown,list
/managementFeeRate/update,update,unknown,update
/netDeposit/delete,delete,unknown,delete
/netDeposit/get,get,unknown,get
/netDeposit/list,list,unknown,lst
/netDeposit/update,update,unknown,update
/netLoan/delete,delete,unknown,delete
/netLoan/get,get,unknown,get
/netLoan/list,list,unknown,lst
/netLoan/update,update,unknown,update
/netServiceCharge/delete,delete,unknown,delete
/netServiceCharge/get,get,unknown,get
/netServiceCharge/list,list,unknown,lst
/netServiceCharge/update,update,unknown,update
/notification/notificationHistory/get,notificationHistory,NotificationService.ts,detail
/otherFee/delete,delete,unknown,delete
/otherFee/get,get,unknown,detail
/otherFee/list,list,unknown,list
/otherFee/update,update,unknown,update
/parkingFee/delete,delete,unknown,delete
/parkingFee/get,get,unknown,detail
/parkingFee/list,list,unknown,list
/parkingFee/update,update,unknown,update
/productDemand/delete,delete,unknown,delete
/productDemand/get,get,unknown,get
/productDemand/list,list,unknown,lst
/productDemand/update,update,unknown,update
/product_import/delete,delete,unknown,delete
/product_import/detail,detail,unknown,detail
/product_import/update,update,unknown,update
/project/delete,delete,OperationProjectService.ts,delete
/project/get,get,OperationProjectService.ts,detail
/project/list,list,OperationProjectService.ts,list
/project/update,update,OperationProjectService.ts,update
/sale/contract-insurance/get/jssdk,contract-insurance,PurchaseRequestService.ts,getJssdk
/sale/renewalContract/initBusinessProcess,renewalContract,PurchaseRequestService.ts,renewalContract
/sale/workExchange/delete,workExchange,UserTaskService.ts,deleteWorkExchange
/sale/workExchange/get,workExchange,UserTaskService.ts,updateWorkExchange
/sale/workExchange/list,workExchange,UserTaskService.ts,workExchange
/sale/workExchange/update,workExchange,UserTaskService.ts,addWorkExchange
/sale/workInprogress/get,workInprogress,UserTaskService.ts,getWorkInprogress
/sale/workInprogress/list,workInprogress,UserTaskService.ts,getWorkInprogressList
/sale/workInprogress/update,workInprogress,UserTaskService.ts,updateWorkInprogress
/space/delete,delete,SpaceService.ts,delete
/space/get,get,SpaceService.ts,detail
/space/list,list,SpaceService.ts,list
/space/update,update,SpaceService.ts,update
/spaceCustomer/delete,delete,SpaceCustomerService.ts,delete
/spaceCustomer/get,get,SpaceCustomerService.ts,detail
/spaceCustomer/list,list,SpaceCustomerService.ts,list
/spaceCustomer/update,update,SpaceCustomerService.ts,update
/spaceType/delete,delete,SpaceTypeService.ts,delete
/spaceType/get,get,SpaceTypeService.ts,detail
/spaceType/list,list,SpaceTypeService.ts,list
/spaceType/update,update,SpaceTypeService.ts,update
/stockAdjust/approved,approved,unknown,approved
/stockAdjust/cancel,cancel,unknown,cancel
/stockAdjust/create,create,unknown,createAdjSlip
/stockAdjust/list,list,unknown,list
/stockAdjust/temp,temp,unknown,temp
/stockAdjust/view,view,unknown,view
/stockAdjustDetail/delete,delete,unknown,deletePro
/stockAdjustDetail/update,update,unknown,addUpdatePro
/system/employee/assignees,employee,UserTaskService.ts,employeeAssignees
/system/employee/managers,employee,UserTaskService.ts,employeeManagers
/transactionInformation/delete,delete,unknown,delete
/transactionInformation/get,get,unknown,get
/transactionInformation/list,list,unknown,lst
/transactionInformation/update,update,unknown,update
/utilityReading/delete,delete,unknown,delete
/utilityReading/get,get,unknown,detail
/utilityReading/list,list,unknown,list
/utilityReading/update,update,unknown,update
/vehicle/delete,delete,VehicleService.ts,delete
/vehicle/get,get,VehicleService.ts,detail
/vehicle/list,list,VehicleService.ts,list
/vehicle/update,update,VehicleService.ts,update
/vehicleRegistration/delete,delete,unknown,delete
/vehicleRegistration/get,get,unknown,detail
/vehicleRegistration/list,list,unknown,list
/vehicleRegistration/update,update,unknown,update
/warehouse/get_mfg_expired_date,get_mfg_expired_date,WarehouseService.ts,infoExpiryDateProductionDate
/warehouse/list,list,WarehouseService.ts,list
/warehouse/product/list,product,WarehouseService.ts,productList
/waterRate/delete,delete,unknown,delete
/waterRate/get,get,unknown,detail
/waterRate/list,list,unknown,list
/waterRate/update,update,unknown,update